addressbook_id,description,image1,showhotel,image2,image3,image4,starcategories_id,cuisine,bars,restaurants,checkout,accessrail,accessair,accessbus,advantage,logo,rooms,ac,roomfacility,otherfacility,services,creditcards,fhra,WebWriteUp1,WebWriteUp2,url,Metatype,Descr,Keywords,organisation,address,city,postalcode,countries_id,phone,fax,pan,email,www,branch_cities_id,note,areacode,bank_addressbook_id,through_addressbook_id,mailto_addressbook_id,cities_id,states_id,currencies_id,web,company,taxno,IncludeInBalanceSheet,InvoiceTo_Addressbook_id,InvoiceOrderNo
863,"Castle Bijaipur is a 16th century castle with attractive domes and arched windows and door-ways. 

The castle offers rooms of varying sizes and decor, simply furnished using local materials. There is a lovely swimming pool where you can relax. 

If you feel more energetic, you can explore the village, lakeside and nearby forts by cycle, horse or jeep or go trekking in the surrounding hills.",bijaipur_castle.jpg,1,bijaipur_castle2.jpg,bijaipur_castle3.jpg,bijaipur_castle4.jpg,0,"Indian, Continental",1,1,12.00,,,,"Close to Chittaurgarh Fort",bijaipur_castle.jpg,24,,"Attached baths with Running hot & Cold Water","Jeep Safari, Horse Safari, Gala Dinners and Royal Welcome for Groups","Laundry, Travel Desk, Approved Language Guide Service, Doctor on Call",,,"Nestled amid a peaceful village bordered by farmland and rocky hills, is Castle Bijaipur. About half the current building are from the original fort while the other half is new, but designed to blend in smoothly. A graceful arch leads guests in to a large lounge. The rooms fan out from here along a wide corridor, decorated with family heirlooms. 

The rooms have antique furniture that complements the tall ceilings and thick walls. The colours are vibrant and fabrics locally sourced. Many rooms have window seats with bolsters and plump cushions which are perfect for sitting with a book or enjoying the wide views.

The dining room is a bright, large room. Meals are generally served buffet style but some a la carte dishes are available. 

The large outdoor pool is a delight. The deck is large with many shady spots. Several old carvings are arranged here, and the gardens attract many birds. Guests can enjoy the birdlife and watch the scampering squirrels, while enjoying a swim.",,castle-bijaipur,"A 16th century castle, now converted into a heritage hotel run by the local ruling family. ","Castle Bijaipur in Bijaipur - Travel in India | Travellers Palm","castle bijaipur, rajasthan, heritage hotel, horse safari, cycling, special places","Castle Bijaipur","P.O. Bijaipur
Dist. Chittorgarh",Bijaipur,"312 001",200,"276 351","","","castlebijaipur@gmail.com
hpratapp@hotmail.com
hcbsales@gmail.com
raiesacc@gmail.com
",www.castlebijaipur.com,,"",01472,,2475,,52,27,13,1,0,,1,,
864,"A charming, small palace, set in 50 acres of orchard, and owned by the Masuda Royal Family. The rooms carry their royal ambience by their original vintage furniture and exotic scenario of traditional Rajasthani wall murals and frescoes. It is an ideal royal getaway where you can relax in the gardens or by the pool.",bijaynagar_bijayniwas.jpg,1,bijaynagar_bijayniwas2.jpg,bijaynagar_bijayniwas3.jpg,bijaynagar_bijayniwas4.jpg,0,"Indian, Continental",,,,"4 kms from Bijaynagar Railway Station","195 kms to Jaipur Airport",,"Located on River-bank and surrounded by Fruit Orchards ",bijaynagar_bijayniwas.jpg,8,,"Attached bath with running hot & cold water","Horse Safari, Jeep Safari, Camel Ride, Folk Dances","Swimming Pool, Tennis Court, Bird Watching",,,,,bijayniwas-palace-resort,"A charming, small palace, set in 50 acres of orchard, and owned by the Masuda Royal Family. The rooms carry their royal ambience by their original vintage furniture and exotic scenario of traditional Rajasthani wall murals and frescoes. It is an ideal royal getaway where you can relax in the gardens or by the pool.","Bijayniwas Palace Resort in Bijaynagar - Travel in India | Travellers Palm",,"Bijayniwas Palace Resort","Via Bijaynagar
Dist. Ajmer",Bijaynagar,"",200,"","","","","",,"","",,1918,,51,27,13,1,0,,1,,
865,"This huge red sandstone Maharaja's palace was constructed in the beginning of the 20th century and is a perfect example of Indo Saracenic architecture. It is an enormous grand structure full of ambience with its period furniture, old photos and hunting trophies. There is a restaurant, bar, and a unique historic indoor swimming pool. The bougainvillea, parakeets and peacocks add to the attraction of the gardens.",bikaner_lallgarh.jpg,1,bikaner_lallgarh2.jpg,bikaner_lallgarh3.jpg,bikaner_lallgarh4.jpg,5,"Indian, Chinese, Continental, Local"," 1",1,"12.00 Noon","3 kms. from Railway Station","250 kms. from Jodhpur-Raj. Airport","1 km. from Central/Main Bus Stand","Classified Grand Heritage Property with Swimming Facility And has the Feer of Palace Accommodation",bikaner_lallgarh.jpg,56,"Partially Air-conditioned","Room Service, H/C running water, Telephone with STD/ISD, Safe Deposit","Banquet & Conference Facilities,  Swimming Pool, Masseur, Croquet, Billlards Tennis","Doctor on Call, Laundry, Money Changer, Safe Deposit","AMEX, VISA, Master",6501,"Around the turn of the 20th century, Maharaja Ganga Singh decided that it was time to move out of Junagarh Fort and build a modern palace that more clearly reflected the progressive new character of his kingdom. The result was the impressive Lallgarh Palace.

The opulent Lallgarh Palace draws its inspiration largely from the Rajput tradition. Its facade, like a Rajput fort, has almost no decorative features, except its topping of arrayed cupolas. But there is also a strong touch of the Renaissance in the way the palace has been laid out, with its collonades and corridors. 

Bikaner's royal family produced many statesmen who regularly met with India's British rulers. As a result, Lallgarh Palace saw the maximum number of visiting dignitaries from British India. Walking through the broad corridors flanked by a long colonnade of elegant pillars, it is easy to imagine those days. The public chambers such as the dining hall, the drawing room, the library and the bar, are large and furnished in a heavy masculine, royal style.

The central courtyard and the expansive gardens soften the austere feel. There is a tennis court, croquet grounds, billiards table and much more. Even if you are not inclined towards sports, the grounds are most pleasant for walks and ambling. Lallgarh Palace also has an interesting in-house museum which tells the colourful history of Bikaner and Rajasthan. There is an indoor pool that is as grand as its surroundings - with double height ceilings and arched windows.",,hotel-lallgarh-palace,"This huge red sandstone Maharaja's palace was constructed in the beginning of the 20th century and is a perfect example of Indo Saracenic architecture. ","Hotel Lallgarh Palace in Bikaner - Travel in India | Travellers Palm","lallgarh palace, bikaner, rajasthan, heritage hotel, special places","Hotel Lallgarh Palace","Lallgarh Complex
Ganganagar Road",Bikaner,"334 001",200,"254 0201-07, 252 0809","252 3963","",info@lallgarhpalace.com,www.lallgarhpalace.com,,"",0151,,2885,,54,27,13,1,0,,1,,
866,,,,,,,,,,,,,,,,,,,,,,,,,,the-palace-bilara,,"The Palace Bilara in Jodhpur - Travel in India | Travellers Palm",,"The Palace Bilara","P.O.  Bilara
Dist. Jodhpur",Jodhpur,"",200,"22 125","","","","",,"",02930,,,,183,27,13,0,0,,1,,
867,"The former home of the prime ministers of Bundi. This 150-year-old haveli is situated in the heart of the old city, just below the fort. There are 17 simple but charmingly furnished rooms. They are scattered through the building via courtyards, terraces and corridors. The haveli has some good examples of the famous Bundi school of painting.",bundi_havelibraj.jpg,1,bundi_havelibraj2.jpg,bundi_havelibraj3.jpg,bundi_havelibraj4.jpg,0,"Indian Vegetarian with emphasis on Rajasthani",,1,,,,,"Haveli has Great Views of the Famous Bundi Palace",bundi_havelibraj.jpg,17,Air-Cooled,"Traditionally Decorated  rooms with Murals & Frescoes",,,,,,,haveli-braj-bhushanjee,"The former home of the prime ministers of Bundi. This 150-year-old haveli is situated in the heart of the old city, just below the fort. There are 17 simple but charmingly furnished rooms. They are scattered through the building via courtyards, terraces and corridors. The haveli has some good examples of the famous Bundi school of painting.","Haveli Braj Bhushanjee in Bundi - Travel in India | Travellers Palm",,"Haveli Braj Bhushanjee","Below Fort
Opp. Ayurvedic Hospital",Bundi,"323 001",200,"2442 322, 2442 127, 2442 509","2442 142","",haveli@jp1.dot.net.in,www.kiplingsbundi.com,,"",0747,,,,65,27,13,1,0,,1,,
868,"Chandelao Garh is a medieval fortified home converted by the sympathetic owner, Praduman Singh, into a lovely small hotel, which is at the heart of the local community. 

Innovative water storage systems are used, and the property is fully solar powered. The ""Sundarang"" arts and crafts centre at the entrance is run by village women.  The rooms are traditional yet comfortable, and the food is locally grown. Staying here is a genuine eco-friendly rural experience."," ",1,"","","",0,,,,12:00,,,,,,20,,,,,"Visa & Mastercard",,"The vast entrance gates set in carved stone may have kept intruders away, but today they stand open in welcome. The Garh is a small compound of mainly low, modest buildings, barring one, the Zenana section, which has excellent carvings in red stone. 

The buildings surround a large enclosed garden courtyard with flowering bougainvillea and grass. Along with an elevated terrace, this is the perfect place in which to relax.

There are fifteen rooms in this 300-year-old fortified home and they are furnished with genuine period furniture from the family's own collection. All the soft furnishings come from local sources, and are made in the traditional hand-block printed style. No two rooms are alike, and they have been kept as original as possible, except the bathrooms which are modern. Each has a small verandah or an open sit-out.

The upper terrace affords good views over the countryside and is the venue for dinners. Breakfast is served in the smaller ladies courtyard.",,chandelao-garh,"Just an hour's drive away from the bustling city of Jodhpur, is the small village of Chandelao. ","Chandelao Garh in Chandelao - Travel in India | Travellers Palm","chandelao garh, rajasthan, heritage hotel, bishnoi villages, safari, special places","Chandelao Garh","Village & Post Chandelao
Distt. Jodhpur",Chandelao,"342 006",200,"254 5873","254 6662","","info@chandelao.com
",http://www.chandelao.com/,,"",0291,,2073,,72,27,13,0,0,,1,,
869,""," ",1,"","","",0,,,,,,,,,,,,,,,,,,,hotel-pratap-palace,"","Hotel Pratap Palace in Chittaurgarh - Travel in India | Travellers Palm",,"Hotel Pratap Palace","""Bijaipur House""
near H.P.O House",Chittorgarh,"312 001",200,"243 563, 240 099, 247 510, 247 523","241 042","",hpratapp@hotmail.com,"",,"",01472,,,,82,27,13,0,0,,1,,
870,""," ",1,"","","",0,,,,,,,,,,,,,,,,,,,fort-dhamli,"","Fort Dhamli in Dhamli - Travel in India | Travellers Palm",,"Fort Dhamli","P.O. Dhamli
Via Kherwa
Dist. Pali",Dhamli,"306 501",200,"267 763, 267 739","","",fort.dhamli@gmail.com,"",,"",02935,,1960,,110,27,13,0,0,,1,,
871,"A16th century fort in a peaceful location, close to a river and on the edge of a thickly forested  nature park, the Sitamata Wildlife Reserve. This homely heritage hotel is run by the resident ruling family. The rooms are in the main fort building and some in a cluster of cottages. All rooms are basic but comfortably furnished with locally made furniture and ethnic fabrics.",dhariyawad_fort.jpg,1,dhariyawad_fort2.jpg,dhariyawad_fort3.jpg,"",0,"Indian, Continental",,,,,"90 Kms from Udaipur Airport",,"Located in Rural surroundings",dhariyawad_fort.jpg,14,,"All rooms with Attached Baths & Running Hot & Cold Water","Horse Safari, Jeep Safari through Sitamata Wildlife Sanctuary, Folk Dances & Musicians ",,,,,,fort-dhariyawad,"A16th century fort in a peaceful location, close to a river and on the edge of a thickly forested  nature park, the Sitamata Wildlife Reserve. This homely heritage hotel is run by the resident ruling family. The rooms are in the main fort building and some in a cluster of cottages. All rooms are basic but comfortably furnished with locally made furniture and ethnic fabrics.","Fort Dhariyawad in Dhariyawad - Travel in India | Travellers Palm",,"Fort Dhariyawad","P.O. Dharyawad
Distr. Udaipur
",Dhariyawad," ",200,270050,270062,"","","",,"Credit cards not accepted",02950,,1884,,109,27,13,1,0,,1,,
872,""," ",1,"","","",0,"Indian, Western, Rajasthani",2,2,"12.00 Noon","6 kms. from Dundlod Railway Station","155 kms. from Jaipur Airport","","Centrally located in shekhawati, only equistrain centre in Rajasthan",,45,Air-cooled,"Room Service, H/C running water, Telephone, Fax, STD/ISD, Safe deposit,","Executive Lounge, Conference facilities, Gift Shope, Swimming Pool, Horse & Camel Riding, Saferies, Rural Folk Dance","Doctor, Laundry, Money Changer, Banking, Safe Deposit, Travel Desk Service","AMEX, BOB, VISA, Master",6517,,,dundlod-fort,"","Dundlod Fort in Dundlod - Travel in India | Travellers Palm",,"Dundlod Fort",Shekhawati,Dundlod,"333 702",200,"","","","","",,"","",,2816,,121,27,13,0,0,,1,,
873,"A fabulous 19th century palace overlooking a lake backed by green hills. Still the residence of the former royal family, there are beautiful guest rooms furnished with authentic period furniture. 

The beautifully designed swimming pool borders the lake beyond and has some fabulous carved statuary around. The lake has a small island which houses the family temple of the owners of the palace.",dungarpur_udaibilas.jpg,1,dungarpur_udaibilas2.jpg,dungarpur_udaibilas3.jpg,dungarpur_udaibilas4.jpg,3,"Indian, Continental",,,,,,,"Lake-Side property ideal for Bird-watching, Colourful Bazaar with Silver Jewellery",dungarpur_udai.jpg,23,"Partially Airconditioned","Elegantly Appointed Rooms with Authentic Period Furniture, Attched Baths with Running Hot & Cold Water","Spectacular Swimming Pool, Bar Lounge for Post Dinner Drinks, Ball-room Size Dining Room with Crystal Chandeliers","Visits to Juna Mahal, Baneshwar Tribal Fair, Ancient Temples ",,,"Dungarpur, literally, the ""town of hills"", has one of the most remarkable palaces of princely India. The palace overlooks the Gaibsagar lake, and offers delightful views and some excellent birdwatching in the winter months. 

The beautifully designed swimming pool borders the lake beyond and has some fabulous carved statues around.  

The palace has a central courtyard with a most unusual structure - Ek Khambiya mahal - a miniature tower intricately carved in deep grey stone with contrasting accents in white marble. This central courtyard gives the palace a totally unique identity. 

The Udai Bilas is an intimate property with only 22 suites and rooms. The overall ambience of the palace and the interiors is of the late Art-Deco period. The suites are extremely large and offer some of the best views of the lake. The standard rooms, in their own wing, are smaller, but they are still charming and comfortable and offer a view of the pool.

Another attraction is the Dungarpur Mews, a 100-years-old heritage building, initially used to stable horses and carriages and then extended to make it a huge garage in the 1930s. The current owner, Harsh Vardhan, has spruced up the old building to showcase some old carriages used in the pre-independence era, some old British cannons, a great collection of vintage cars, a couple of WW1 BMW motorcycles, and even two DH- 5 aicraft!

The mews has a nice bar with music and it is a great place to party in the midst of all the old cars and other modes of transport. The garage is full of automobile memorabilia which auto buffs will love!",,udai-bilas-palace,"A fabulous 19th century palace overlooking a lake backed by green hills, which is still the residence of the former royal family. There are 22 guest rooms furnished with authentic period furniture. Meals are served in the banquet hall with crystal chandeliers. ","Udai Bilas Palace in Dungarpur - Travel in India | Travellers Palm","udai  bilas palace, rajasthan, luxury, heritage hotel, birds, special places","Udai Bilas Palace","",Dungarpur,"314 001",200,"230 808","231 008","",contact@udaibilaspalace.com,www.udaibilaspalace.com,,"",02964,,,,120,27,13,1,0,,1,,
874,"A rustic 17th century castle set in the Aravalli hills. It has marble pavilions, courtyards, faded paintings, wells, elephant stables and walls marked with canon balls. The castle has partly turned into a hotel with 20 rooms, simply decorated in local style. The other part is used by the present generation of the royal family.",ghanerao_royalcastle.gif,1,ghanerao_royalcastle2.jpg,ghanerao_royalcastle3.jpg,ghanerao_royalcastle4.jpg,0,Indian,,,,,"130 Kms Udaipur Airport",,"Located in Aravalli Foothills, Ideal Base to visit Kumbhalgarh Fort",ghanerao_royalcastle.jpg,18,,"All rooms with Attached Bath, Running Hot & Cold Water","Village Walks, Visit to Cenotaphs, Step-wells","24 Hours Room Service, Doctor on Call",,,,,ghanerao-royal-castle,"A rustic 17th century castle set in the Aravalli hills. It has marble pavilions, courtyards, faded paintings, wells, elephant stables and walls marked with canon balls. The castle has partly turned into a hotel with 20 rooms, simply decorated in local style. The other part is used by the present generation of the royal family.","Ghanerao Royal Castle in Ghanerao - Travel in India | Travellers Palm",,"Ghanerao Royal Castle","P.O. Ghanerao
Dist. Pali",Ghanerao,"306 704",200,"284 035","284 035","",ghanerao@rediffmail.com,www.ghaneraoroyalcastle.com,,"",02934,,,,137,27,13,1,0,,1,,
875,"Built by the rawals of Bissau in Shekavati as a handsome town house, it still retains its collection of armoury, portraits, library and furniture, and is in very easy reach of the old city.  Set in a garden, the rambling building has a quaint colonial air about it. It has 36 rooms and a restaurant, as well as a charming lounge."," ",1,"","","",0,"Indian, Continental, Rajasthani",1,2,"12.00 Noon","2 kms. from Railway Station","15 kms. from Airport","1 km. from Bus Stand","Just Outside Walls Pink City",,45,Air-conditioned,"Room Service, H/C running water, Telephone, Fax, Safe Deposit","Swimming Pool, Tennis, Shopping Arcade,","Doctor on Call, Laundry, Money Changer, Banking, Shopping Arcade, Baby Sitting, Travel Desk Service","AMEX, VISA, Master, Citi",8268,,,bissau-palace,"Built by the rawals of Bissau in Shekavati as a handsome town house, it still retains its collection of armoury, portraits, library and furniture, and is in very easy reach of the old city.  Set in a garden, the rambling building has a quaint colonial air about it. It has 36 rooms and a restaurant, as well as a charming lounge.","Bissau Palace in Jaipur - Travel in India | Travellers Palm",,"Bissau Palace","Outside Chandpole",Jaipur,"302 016",200,"304 371, 304 391","304 628","",sanjai@jp1.dot.net.in,"",,"",0141,,,,176,27,13,0,0,,1,,
876,"A pleasant moderate haveli situated within walking distance to the Old City of Jaipur. Built in traditional Rajput style with large courtyard in front, corridors with arched pillards, stained glass, and gardens, the early 20th century building has an `aristocratic' feel. The rooms have cool marble floors and are fairly good sized and comfortably furnished.",jaipur_nana.jpg,1,jaipur_nana1.jpg,"","",0,,,,,,,,,,,,,,,,,,,nana-ki-haveli,"A pleasant moderate haveli situated within walking distance to the Old City of Jaipur. Built in traditional Rajput style with large courtyard in front, corridors with arched pillards, stained glass, and gardens, the early 20th century building has an `aristocratic' feel. The rooms have cool marble floors and are fairly good sized and comfortably furnished.","Nana Ki Haveli in Jaipur - Travel in India | Travellers Palm",,"Nana Ki Haveli","Fateh Tiba Moti Dungri Road",Jaipur,"302 004",200,"665 502","605 481","","","",,"",0141,,,,176,27,13,0,0,,1,,
877,"A grand haveli dating back to 1728 has been converted into a swanky superior hotel. Located just outside the gates of the walled city, the building has been extensively renovated. 

Floors are made of intricately laid contrasting marble patterns. Rooms are spacious and  appointed with furniture and fabrics chosen to impart the old feel. There is a restaurant and a bar.","jaipur_rajpalace .jpg",1,jaipur_rajpalace1.jpg,"","",0,,,,,,,,,,,,,,,,,,,the-raj-palace,"A grand haveli dating back to 1728 has been converted into a swanky superior hotel. Located just outside the gates of the walled city, the building has been extensively renovated. Floors are made of intricately laid contrasting marble patterns. Rooms are spacious and  appointed with furniture and fabrics chosen to impart the old feel. There is a restaurant and a bar.","The Raj Palace in Jaipur - Travel in India | Travellers Palm",,"The Raj Palace","Chomu Haveli
Zorawar Singh Gate
Amer Road",Jaipur,"302 002",200,"2634077 - 79",2630489,"","gkvhotel@sancharnet.in
rajpalac@sancharnet.in",www.rajpalace.com,,"",0141,,,,176,27,13,0,0,,1,,
878,"The only large heritage hotel within Jaisalmer's fort. Once upon a time, Jaisalmer's top hotel, the Narayan Niwas is now over-shadowed by newer, more luxurious hotels. The 43 a/c rooms are on the small side but adequately furnished. There is a dark, indoor swimming pool, a bar and a restaurant. The views of the Fort from the rooftop are probably the best in town.",jaisalmer_narayanniwas.jpg,1,jaisalmer_narayanniwas2.jpg,jaisalmer_narayanniwas3.jpg,"",2,"Indian, Chinese, Continental, Rajasthani",1,2,"12.00 Noon","3 kms. from Railway Station","5 kms. from Airport","1/2 km. from Bus Stand","Old City",jaisalmer_narayan_niwas.jpg,43,"Partially Air-conditioned","Room Service, H/C running water, Telephone, STD/ISD, EPABX, Generator, In-house Laundry","Banquet & Conference Facilities, Beauty Parlour, Shopping Arcade, Elevator, Parking, Travel Desk, Health Club, Swimming Pool, Sauna Bath, Bar, Restaurant, Coffee Shop, Roof Top Restaurant","Doctor on Call, Money Changer, Safe Deposit, Travel Desk Service, Folk Music & Dance, Parking","AMEX,  VISA, Master",2069,,,narayan-niwas-palace,"The only large heritage hotel within Jaisalmer's fort. Once upon a time, Jaisalmer's top hotel, the Narayan Niwas is now over-shadowed by newer, more luxurious hotels. The 43 a/c rooms are on the small side but adequately furnished. There is a dark, indoor swimming pool, a bar and a restaurant. The views of the Fort from the rooftop are probably the best in town.","Narayan Niwas Palace in Jaisalmer - Travel in India | Travellers Palm",,"Narayan Niwas Palace","Malka Prol",Jaisalmer,"345 001",200,"252 408,   251 901- 05","252 101","","nnpjsm@sancharnet.in, info@narayannwias.com",narayanniwas.com,,"",02992,,,,181,27,13,1,0,,1,,
879,"A modern hotel but yet with a medieval charm. Rawal-Kot is situated a few kilometres out of town but with good views of Jaisalmer fort. Built from the local yellow sandstone in the old haveli style, the 31 rooms get ample natural light and are tastefully furnished with local materials, colours and designs.",jaisalmer_rawalkot.jpg,1,jaisalmer_rawalkot1.jpg,jaisalmer_rawalkot2.jpg,"",0,,,,,,,,,,,,,,,,,,,the-gateway-hotel-rawalkot,"A modern hotel but yet with a medieval charm. Rawal-Kot is situated a few kilometres out of town but with good views of Jaisalmer fort. Built from the local yellow sandstone in the old haveli style, the 31 rooms get ample natural light and are tastefully furnished with local materials, colours and designs.","The Gateway Hotel Rawalkot in Jaisalmer - Travel in India | Travellers Palm",,"The Gateway Hotel Rawalkot","Jodhpur- Jaisalmer Road",Jaisalmer,"345 001",200,251874,250444,"",gateway.jaisalmer@tajhotels.com,http://www.thegatewayhotels.com/rawalkotjaisalmer/overview.aspx,,"",02992,,,,181,27,13,0,0,,1,,
880,""," ",1,"","","",0,"Indian, Continental",1,1,"12.00 Noon","50 kms. from Railway Station","60 kms. from Airport","1 km. from Bus Stand","Situated in the midst of the largest man-made lake in Asia",,40,"Partially Air-conditioned","H/C running water, Telephone, CC TV, Refrigerator","Swimming Pool, Drivers Accommodation, Banquet & Conference Facilities, Table Tennis, Wild life game sanctuary, Boating rides, Fishing","Room Service, Doctor on Call, Laundry, STD/ISD, Shopping Arcade, Car, Car parking at the dam, Money Changer","AMEX, BOB, VISA, Master",4072,,,jaisamand-island-resort,"","Jaisamand Island Resort in Jaisamand - Travel in India | Travellers Palm",,"Jaisamand Island Resort","Jaisamand Lake
",Jaisamand,"313 001",200,"2222, 2200","","","","",,"",02906,,,,177,27,13,0,0,,1,,
881,"Barely 10 km from Jodhpur, the 18th century fort has a quiet, soothing ambience, and provides a glimpse of the way a Rajput family lives in the rural countryside. From the Dari Khana terrace, there is a breathtaking view of Jodhpur town. The fort has 18 rooms."," ",1,"","","",0,,,,,,,,,,,,,,,,,,,hotel-jhalamand-garh,"Barely 10 km from Jodhpur, the 18th century fort has a quiet, soothing ambience, and provides a glimpse of the way a Rajput family lives in the rural countryside. From the Dari Khana terrace, there is a breathtaking view of Jodhpur town. The fort has 18 rooms.","Hotel Jhalamand Garh in Jhalamand - Travel in India | Travellers Palm",,"Hotel Jhalamand Garh","P.O. Jhalamand
Dist. Jodhpur",Jhalamand,"342 005",200,"740 481, 746 674","741 125","","",www.heritagehotelsindia.com,,"",0291,,,,187,27,13,0,0,,1,,
882,"A magnificent 19th century red sandstone palace overlooking the oldest artificial lake in Rajasthan. Situated near Mandore, 8 km outside Jodhpur, the palace is surrounded by lush green gardens and a small bird sanctuary for, mainly, waterbirds. There are 36 rooms including some wonderful palace suites in the main building and simple but comfortable garden rooms .",jodhpur_balsamand.jpg,1,jodhpur_balsamand2.jpg,jodhpur_balsamand3.jpg,jodhpur_balsamand4.jpg,0,"Indian, Continental, Rajasthani",1,1,"12.00 Noon","8 kms. from Railway Station","10 kms. from Airport","6 kms. from Bus Stand","",jodhpur_balsamand.jpg,36,"Partially Air-conditioned","Room Service, H/C running water, Telephone, Fax, T.V., Safe Deposit, Channel Music","","Doctor on Call, Laundry, Money Changer, Travel Desk Service","",9264,,,balsamand-palace,"A magnificent 19th century red sandstone palace overlooking the oldest artificial lake in Rajasthan. Situated near Mandore, 8 km outside Jodhpur, the palace is surrounded by lush green gardens and a small bird sanctuary for, mainly, waterbirds. There are 36 rooms including some wonderful palace suites in the main building and simple but comfortable garden rooms .","Balsamand Palace in Jodhpur - Travel in India | Travellers Palm",,"Balsamand Palace","Mandore Road",Jodhpur,"324 006",200,"545 991","542 240","","",www.welcomheritage.com,,"",0291,,788,,183,27,13,1,0,,1,,
883,""," ",1,"","","",0,,,,,,,,,,,,,,,,,,,ranbanka-hotel,"","Ranbanka Hotel in Jodhpur - Travel in India | Travellers Palm",,"Ranbanka Hotel","Near Circuit House",Jodhpur,"342 006",200,"512 801-803","512 800","",ranbanka@ndf.vsnl.net.in,"",,"",0291,,,,183,27,13,0,0,,1,,
884,"Ratan Vilas is a charming family run heritage hotel. A circular formal drive leads you to the handsome sandstone building built in 1920. With a pleasant front lawn, this is a calm oasis away from the clamor of the old city. 

The large verandah surrounding the family drawing room leads to a nice and airy courtyard from where you access the guest rooms. All rooms are spotlessly clean and tastefully decorated with antiques and block-print fabrics. There is now a good swimming pool surrounded by a lawn for relaxing. "," ",1,"","","",0,,,,"11:00 Hrs",,,,,,20,,,,,"Visa, Mastercard",,"Ratan Vilas is a charming heritage home run by a young Rajput couple. The entrance is inviting and elegant and overlooks the well kept gardens with mature trees on both sides. A large verandah with comfortable chairs leads to the family drawing room, a delightful place with comfortable deep sofas. Family photographs and photos of Rajasthans nobility line the walls. The drawing room is open for everyone as the Rajput owners, Brijraj Singh and his wife Namrata, consider everyone as their personal guest. They are friendly and gracious hosts and justly proud of their beautiful home.

The main courtyard is flanked by wide corridors with a number of lounge chairs. This is the main open dining area with wrought iron dining tables and chairs, spaced so that each table has a sense of privacy. In the main building is another cosier dining room. The food here is excellent, being freshly prepared in the family kitchens.

A large verandah leads to an airy courtyard from where you access the guest rooms. The rooms are spotlessly clean and tastefully decorated with antiques and block-print fabrics. They are generous in size, the beds are comfortable and the bathrooms are well planned with all modern facilities and are squeaky clean. Each room opens out into the common verandah and in addition, there are smaller terraces, for lounging.",,ratan-vilas,"Ratan Vilas is a charming family run heritage hotel. A circular formal drive leads you to the handsome sandstone building built in 1920. With a pleasant front lawn, this is a calm oasis away from the clamor of the old city. ","Ratan Vilas in Jodhpur - Travel in India | Travellers Palm","ratan vilas, jodhpur, rajasthan, heritage hotel, special places","Ratan Vilas","Loco Shed Road
Near Bhasker Circle
Ratananda",Jodhpur,"342 001",200,"261 3011, 261 4418, 513 2448","261 4418","","ratanvilas@gmail.com
ratanvilas_jod@rediffmail.com
",www.ratanvilas.com,,"",0291,,,,183,27,13,0,0,,1,,
886,"Just outside Jaipur, on the Agra highway, this 18th century fortified residence has battlements, stables where horses are kept, and a unique library with a collection of extremely rare books, open to visitors only on request. There are 12 rooms that are appointed with the original furnishings, and the family stays in a separate wing of the castle."," ",1,"","","",0,,,,,,,,,,,,,,,,,,,castle-kanota,"Just outside Jaipur, on the Agra highway, this 18th century fortified residence has battlements, stables where horses are kept, and a unique library with a collection of extremely rare books, open to visitors only on request. There are 12 rooms that are appointed with the original furnishings, and the family stays in a separate wing of the castle.","Castle Kanota in Kanota - Travel in India | Travellers Palm",,"Castle Kanota","",Kanota,"",200,"","","",kanota@sancharnet.in,"",,"","",,,1856,207,27,13,0,0,,1,,
887,"A rugged 14th century fort converted by the Neemrana Hotels into a heritage hotel. With seven proud turrets, the Kesroli Hill fort dominates the surrounding country-side and the views from the fort ramparts is panoramic and impressive. The Hill Fort has 23 rooms, all furnished in the old Rajasthani style using local fabrics.",kesroli_fort.jpg,1,kesroli_fort2.jpg,kesroli_fort3.jpg,kesroli_fort4.jpg,0,Indian,,,,"12 Kms from Alwar Railway Station","140 Kms from Delhi Airport",,"Close to the Golden Triangle. Good Base to Visit Sariska Wildlife Sanctuary",kesroli_hillfort.jpg,21,"Most Rooms Air-cooled","All Rooms Individually Decorated in Traditional Style",,"Laundry, Doctor on Call",,,,,the-hill-fort,"A rugged 14th century fort converted by the Neemrana Hotels into a heritage hotel. With seven proud turrets, the Kesroli Hill fort dominates the surrounding country-side and the views from the fort ramparts is panoramic and impressive. The Hill Fort has 23 rooms, all furnished in the old Rajasthani style using local fabrics.","The Hill Fort in Kesroli - Travel in India | Travellers Palm",,"The Hill Fort","Village Kesroli
Near M.I.A. 
Alwar",Kesroli,"301 030",200,"89 352","","",neemrana@planetindia.net,http://heritagehotels.com/neemrana/nhill1.htm,,"",01468,,,,219,27,13,1,0,,1,,
